b_intervals,utilities,weights
"(7470011, 7470012)",-2455.9051950537782,4.750515219748365e-134
"(7470012, 7470013)",-2456.9051950537782,4.192314967108911e-134
"(7470013, 7470014)",-2457.9051950537782,3.699704973132654e-134
"(7470014, 7470015)",-2458.9051950537782,3.264978179266391e-134
"(7470015, 7470016)",-2459.9051950537782,2.8813331302088815e-134
"(7470016, 7470017)",-2460.9051950537782,2.5427675627237146e-134
"(7470017, 7470018)",-2461.9051950537782,2.2439844980962595e-134
"(7470018, 7470019)",-2462.9051950537782,1.9803093690177969e-134
"(7470019, 7470020)",-2463.9051950537782,1.74761688431746e-134
"(7470020, 7470021)",-2464.9051950537782,1.5422664873146996e-134
"(7470021, 7470022)",-2465.9051950537782,1.3610453980152468e-134
"(7470022, 7470023)",-2466.9051950537782,1.201118348025473e-134
"(7470023, 7470024)",-2467.9051950537782,1.0599832217700061e-134
"(7470024, 7470025)",-2468.9051950537782,9.354319100036706e-135
"(7470025, 7470026)",-2469.9051950537782,8.255157631570314e-135
"(7470026, 7470027)",-2470.9051950537782,7.285151040208386e-135
"(7470027, 7470028)",-2471.9051950537782,6.429123227844844e-135
"(7470028, 7494832)",-2472.9051950537782,5.673681334907751e-135
"(7515221, 7515222)",-2473.9051950537782,5.007006204308123e-135
"(7515222, 7515223)",-2474.9051950537782,4.41866746652377e-135
"(7515223, 7515224)",-2475.9051950537782,3.899460352758549e-135
"(7515224, 7515225)",-2476.9051950537782,3.4412616830608524e-135
"(7515225, 7515226)",-2477.9051950537782,3.036902776284254e-135
"(7515226, 7515227)",-2478.9051950537782,2.680057293521413e-135
"(7515227, 7515228)",-2479.9051950537782,2.3651422602819007e-135
"(7515228, 7515229)",-2480.9051950537782,2.0872307188707065e-135
"(7515229, 7515230)",-2481.9051950537782,1.8419746443828167e-135
"(7515230, 7540043)",-2482.9051950537782,1.6255369183071974e-135
"(7560432, 7560433)",-2483.9051950537782,1.4345312954430102e-135
"(7560433, 7560434)",-2484.9051950537782,1.2659694248891236e-135
"(7560434, 7560435)",-2485.9051950537782,1.1172140962314531e-135
"(7560435, 7560436)",-2486.9051950537782,9.859379794481055e-136
"(7560436, 7560437)",-2487.9051950537782,8.700872130034675e-136
"(7560437, 7560438)",-2488.9051950537782,7.678492704540233e-136
"(7560438, 7560439)",-2489.9051950537782,6.776246028275169e-136
"(7560439, 7560440)",-2490.9051950537782,5.9800161311040025e-136
"(7560440, 7560441)",-2491.9051950537782,5.277345713105198e-136
"(7560441, 7560442)",-2492.9051950537782,4.65724124568343e-136
"(7560442, 7560443)",-2493.9051950537782,4.110000973904849e-136
"(7560443, 7560444)",-2494.9051950537782,3.6270631290907e-136
"(7560444, 7560445)",-2495.9051950537782,3.2008719769013334e-136
"(7560445, 7560446)",-2496.9051950537782,2.8247596051852577e-136
"(7560446, 7560447)",-2497.9051950537782,2.4928416021220746e-136
"(7560447, 7560448)",-2498.9051950537782,2.199924992506751e-136
"(7560448, 7560449)",-2499.9051950537782,1.941426991805647e-136
"(7560449, 7560450)",-2500.9051950537782,1.7133033068626124e-136
"(7560450, 7560451)",-2501.9051950537782,1.5119848614941998e-136
"(7560451, 7560452)",-2502.9051950537782,1.3343219570234297e-136
"(7560452, 7560453)",-2503.9051950537782,1.1775349941237924e-136
"(7560453, 7560454)",-2504.9051950537782,1.0391709849992166e-136
"(7560454, 7560455)",-2505.9051950537782,9.170651755175916e-137
"(7560455, 7585254)",-2506.9051950537782,8.09307176862473e-137
"(7605643, 7605644)",-2507.9051950537782,7.142110768206157e-137
"(7605644, 7605645)",-2508.9051950537782,6.30289063085802e-137
"(7605645, 7605646)",-2509.9051950537782,5.562281459061669e-137
"(7605646, 7605647)",-2510.9051950537782,4.908696158925646e-137
"(7605647, 7605648)",-2511.9051950537782,4.331909155980784e-137
"(7605648, 7605649)",-2512.9051950537782,3.8228964124308906e-137
"(7605649, 7605650)",-2513.9051950537782,3.373694242872023e-137
"(7605650, 7605651)",-2514.9051950537782,2.977274719602042e-137
"(7605651, 7605652)",-2515.9051950537782,2.627435718192222e-137
"(7605652, 7605653)",-2516.9051950537782,2.3187038830447675e-137
"(7605653, 7605654)",-2517.9051950537782,2.0462489947978814e-137
"(7605654, 7630465)",-2518.9051950537782,1.8058083998259722e-137
"(7650854, 7650855)",-2519.9051950537782,1.5936203195076651e-137
"(7650855, 7650856)",-2520.9051950537782,1.4063649958613878e-137
"(7650856, 7650857)",-2521.9051950537782,1.2411127527510719e-137
"(7650857, 7650858)",-2522.9051950537782,1.0952781600610618e-137
"(7650858, 7650859)",-2523.9051950537782,9.665795837224418e-138
"(7650859, 7650860)",-2524.9051950537782,8.530034887365624e-138
"(7650860, 7650861)",-2525.9051950537782,7.527729367038702e-138
"(7650861, 7650862)",-2526.9051950537782,6.643197849906752e-138
"(7650862, 7650863)",-2527.9051950537782,5.862601525799353e-138
"(7650863, 7650864)",-2528.9051950537782,5.1737276876056517e-138
"(7650864, 7650865)",-2529.9051950537782,4.5657986591281483e-138
"(7650865, 7650866)",-2530.9051950537782,4.02930317450549e-138
"(7650866, 7650867)",-2531.9051950537782,3.5558475710753726e-138
"(7650867, 7650868)",-2532.9051950537782,3.138024467536973e-138
"(7650868, 7650869)",-2533.9051950537782,2.769296872836053e-138
"(7650869, 7650870)",-2534.9051950537782,2.443895912615023e-138
"(7650870, 7650871)",-2535.9051950537782,2.1567305731219107e-138
"(7650871, 7650872)",-2536.9051950537782,1.9033080504895857e-138
"(7650872, 7650873)",-2537.9051950537782,1.6796634592213838e-138
"(7650873, 7650874)",-2538.9051950537782,1.4822978001473982e-138
"(7650874, 7675676)",-2539.9051950537782,1.3081232173380386e-138
"(7696065, 7696066)",-2540.9051950537782,1.1544146874998145e-138
"(7696066, 7696067)",-2541.9051950537782,1.01876738601675e-138
"(7696067, 7696068)",-2542.9051950537782,8.990590626139866e-139
"(7696068, 7696069)",-2543.9051950537782,7.93416837997453e-139
"(7696069, 7696070)",-2544.9051950537782,7.00187901991216e-139
"(7696070, 7696071)",-2545.9051950537782,6.179136547344544e-139
"(7696071, 7696072)",-2546.9051950537782,5.453068863678831e-139
"(7696072, 7720887)",-2547.9051950537782,4.812316381777068e-139
"(7741276, 7741277)",-2548.9051950537782,4.24685430117537e-139
"(7741277, 7741278)",-2549.9051950537782,3.7478357665153305e-139
"(7741278, 7741279)",-2550.9051950537782,3.3074534553455423e-139
"(7741279, 7741280)",-2551.9051950537782,2.918817429785158e-139
"(7741280, 7741281)",-2552.9051950537782,2.575847340995332e-139
"(7741281, 7741282)",-2553.9051950537782,2.2731772999591464e-139
"(7741282, 7741283)",-2554.9051950537782,2.0060719262395605e-139
"(7741283, 7741284)",-2555.9051950537782,1.770352261268325e-139
"(7741284, 7741285)",-2556.9051950537782,1.5623303870529312e-139
"(7741285, 7741286)",-2557.9051950537782,1.3787517273880039e-139
"(7741286, 7741287)",-2558.9051950537782,1.216744128853074e-139
"(7741287, 7741288)",-2559.9051950537782,1.0737729249508296e-139
"(7741288, 7741289)",-2560.9051950537782,9.476012803483084e-140
"(7741289, 7741290)",-2561.9051950537782,8.3625519479257895e-140
"(7741290, 7741291)",-2562.9051950537782,7.379926191747284e-140
"(7741291, 7741292)",-2563.9051950537782,6.512762005519906e-140
"(7741292, 7741293)",-2564.9051950537782,5.747492297141955e-140
"(7741293, 7741294)",-2565.9051950537782,5.072144149856596e-140
"(7741294, 7741295)",-2566.9051950537782,4.476151501711023e-140
"(7741295, 7741296)",-2567.9051950537782,3.9501898357593624e-140
"(7741296, 7741297)",-2568.9051950537782,3.486030294678789e-140
"(7741297, 7741298)",-2569.9051950537782,3.076410937370096e-140
"(7741298, 7766098)",-2570.9051950537782,2.7149231233064812e-140
"(7786487, 7786488)",-2571.9051950537782,2.395911247073265e-140
"(7786488, 7786489)",-2572.9051950537782,2.114384254409752e-140
"(7786489, 7786490)",-2573.9051950537782,1.865937555390245e-140
"(7786490, 7786491)",-2574.9051950537782,1.6466841130481633e-140
"(7786491, 7786492)",-2575.9051950537782,1.4531936293002657e-140
"(7786492, 7786493)",-2576.9051950537782,1.2824388767131512e-140
"(7786493, 7786494)",-2577.9051950537782,1.1317483364534237e-140
"(7786494, 7786495)",-2578.9051950537782,9.987644014254151e-141
"(7786495, 7786496)",-2579.9051950537782,8.814064906696863e-141
"(7786496, 7786497)",-2580.9051950537782,7.778384979339563e-141
"(7786497, 7811309)",-2581.9051950537782,6.864400651377705e-141
"(7831698, 7831699)",-2582.9051950537782,6.057812312940504e-141
"(7831699, 7831700)",-2583.9051950537782,5.346000602608819e-141
"(7831700, 7831701)",-2584.9051950537782,4.717828973017663e-141
"(7831701, 7831702)",-2585.9051950537782,4.1634694556119503e-141
"(7831702, 7831703)",-2586.9051950537782,3.6742488985831177e-141
"(7831703, 7831704)",-2587.9051950537782,3.242513272324463e-141
"(7831704, 7831705)",-2588.9051950537782,2.861507919415779e-141
"(7831705, 7831706)",-2589.9051950537782,2.5252718756057152e-141
"(7831706, 7831707)",-2590.9051950537782,2.2285446084060351e-141
"(7831707, 7831708)",-2591.9051950537782,1.9666837141899262e-141
"(7831708, 7831709)",-2592.9051950537782,1.7355922861361777e-141
"(7831709, 7831710)",-2593.9051950537782,1.5316548166648934e-141
"(7831710, 7831711)",-2594.9051950537782,1.351680631535545e-141
"(7831711, 7831712)",-2595.9051950537782,1.1928539706137082e-141
"(7831712, 7856520)",-2596.9051950537782,1.0526899343023335e-141
"(7876909, 7876910)",-2597.9051950537782,9.289956064037905e-142
"(7876910, 7876911)",-2598.9051950537782,8.19835745166043e-142
"(7876911, 7876912)",-2599.9051950537782,7.235025057371667e-142
"(7876912, 7876913)",-2600.9051950537782,6.384887203252431e-142
"(7876913, 7876914)",-2601.9051950537782,5.6346431802222894e-142
"(7876914, 7876915)",-2602.9051950537782,4.9725551537155854e-142
"(7876915, 7876916)",-2603.9051950537782,4.38826452108507e-142
"(7876916, 7876917)",-2604.9051950537782,3.872629847579447e-142
"(7876917, 7876918)",-2605.9051950537782,3.417583845345517e-142
"(7876918, 7876919)",-2606.9051950537782,3.016007157840569e-142
"(7876919, 7876920)",-2607.9051950537782,2.6616169749672712e-142
"(7876920, 7876921)",-2608.9051950537782,2.3488687362751974e-142
"(7876921, 7876922)",-2609.9051950537782,2.0728693843406545e-142
"(7876922, 7876923)",-2610.9051950537782,1.8293008111430648e-142
"(7876923, 7876924)",-2611.9051950537782,1.6143522997292428e-142
"(7876924, 7901731)",-2612.9051950537782,1.424660904191375e-142
"(7922120, 7922121)",-2613.9051950537782,1.2572588351822575e-142
"(7922121, 7922122)",-2614.9051950537782,1.1095270277954585e-142
"(7922122, 7922123)",-2615.9051950537782,9.791541653633844e-143
"(7922123, 7922124)",-2616.9051950537782,8.641005180859914e-143
"(7922124, 7922125)",-2617.9051950537782,7.625660307326316e-143
"(7922125, 7922126)",-2618.9051950537782,6.729621601377769e-143
"(7922126, 7922127)",-2619.9051950537782,5.938870218782266e-143
"(7922127, 7922128)",-2620.9051950537782,5.241034572927248e-143
"(7922128, 7922129)",-2621.9051950537782,4.625196776947074e-143
"(7922129, 7922130)",-2622.9051950537782,4.081721829500047e-143
"(7922130, 7922131)",-2623.9051950537782,3.602106871745719e-143
"(7922131, 7922132)",-2624.9051950537782,3.1788481570942834e-143
"(7922132, 7922133)",-2625.9051950537782,2.8053236524224546e-143
"(7922133, 7922134)",-2626.9051950537782,2.4756894340101202e-143
"(7922134, 7922135)",-2627.9051950537782,2.184788257275341e-143
"(7922135, 7922136)",-2628.9051950537782,1.9280688698486848e-143
"(7922136, 7922137)",-2629.9051950537782,1.7015148056112457e-143
"(7922137, 7946942)",-2630.9051950537782,1.5015815456537543e-143
"(7967331, 7967332)",-2631.9051950537782,1.3251410630176273e-143
"(7967332, 7967333)",-2632.9051950537782,1.1694328836007143e-143
"(7967333, 7967334)",-2633.9051950537782,1.032020897558202e-143
"(7967334, 7967335)",-2634.9051950537782,9.107552454976873e-144
"(7967335, 7967336)",-2635.9051950537782,8.037386831643819e-144
"(7967336, 7967337)",-2636.9051950537782,7.092968983799885e-144
"(7967337, 7967338)",-2637.9051950537782,6.259523158332004e-144
"(7967338, 7967339)",-2638.9051950537782,5.524009798884537e-144
"(7967339, 7967340)",-2639.9051950537782,4.8749215373625577e-144
"(7967340, 7967341)",-2640.9051950537782,4.3021031570653914e-144
"(7967341, 7967342)",-2641.9051950537782,3.796592710709617e-144
"(7967342, 7967343)",-2642.9051950537782,3.35048130757649e-144
"(7967343, 7967344)",-2643.9051950537782,2.9567893761038373e-144
"(7967344, 7967345)",-2644.9051950537782,2.6093574660066746e-144
"(7967345, 7967346)",-2645.9051950537782,2.3027498814868793e-144
"(7967346, 7967347)",-2646.9051950537782,2.032169637839215e-144
"(7967347, 7967348)",-2647.9051950537782,1.7933834109195662e-144
"(7967348, 7967349)",-2648.9051950537782,1.582655305283114e-144
"(7967349, 7967350)",-2649.9051950537782,1.3966884047714252e-144
"(7967350, 7967351)",-2650.9051950537782,1.2325731910866026e-144
"(7967351, 7967352)",-2651.9051950537782,1.0877420233427373e-144
"(7967352, 7967353)",-2652.9051950537782,9.599289664110664e-145
"(7967353, 7967354)",-2653.9051950537782,8.471343395589982e-145
"(7967354, 7967355)",-2654.9051950537782,7.475934307338627e-145
"(7967355, 7992153)",-2655.9051950537782,6.597488870152251e-145
"(8012542, 8012543)",-2656.9051950537782,5.822263492745704e-145
"(8012543, 8012544)",-2657.9051950537782,5.138129498379452e-145
"(8012544, 8012545)",-2658.9051950537782,4.5343833673984076e-145
"(8012545, 8012546)",-2659.9051950537782,4.001579276860202e-145
"(8012546, 8012547)",-2660.9051950537782,3.5313813172758335e-145
"(8012547, 8012548)",-2661.9051950537782,3.1164330743410312e-145
"(8012548, 8012549)",-2662.9051950537782,2.750242535218148e-145
"(8012549, 8012550)",-2663.9051950537782,2.427080518686421e-145
"(8012550, 8012551)",-2664.9051950537782,2.1418910400641795e-145
"(8012551, 8012552)",-2665.9051950537782,1.890212208530336e-145
"(8012552, 8012553)",-2666.9051950537782,1.668106419255609e-145
"(8012553, 8012554)",-2667.9051950537782,1.4720987481745552e-145
"(8012554, 8037364)",-2668.9051950537782,1.2991225855627054e-145
"(8057753, 8057754)",-2669.9051950537782,1.1464716578367785e-145
"(8057754, 8057755)",-2670.9051950537782,1.0117576869419832e-145
"(8057755, 8057756)",-2671.9051950537782,8.928730248924549e-146
"(8057756, 8057757)",-2672.9051950537782,7.879576788689298e-146
"(8057757, 8057758)",-2673.9051950537782,6.953702109695777e-146
"(8057758, 8057759)",-2674.9051950537782,6.13662057330249e-146
"(8057759, 8057760)",-2675.9051950537782,5.415548648276352e-146
"(8057760, 8057761)",-2676.9051950537782,4.779204907900073e-146
"(8057761, 8057762)",-2677.9051950537782,4.217633528038911e-146
"(8057762, 8057763)",-2678.9051950537782,3.7220485247312784e-146
"(8057763, 8057764)",-2679.9051950537782,3.284696294344916e-146
"(8057764, 8057765)",-2680.9051950537782,2.898734305690487e-146
"(8057765, 8057766)",-2681.9051950537782,2.558124046187562e-146
"(8057766, 8057767)",-2682.9051950537782,2.257536547187696e-146
"(8057767, 8082575)",-2683.9051950537782,1.9922690103646644e-146
"(8102964, 8102965)",-2684.9051950537782,1.7581712307620933e-146
"(8102965, 8102966)",-2685.9051950537782,1.5515806653608933e-146
"(8102966, 8102967)",-2686.9051950537782,1.3692651312911339e-146
"(8102967, 8102968)",-2687.9051950537782,1.208372237181515e-146
"(8102968, 8102969)",-2688.9051950537782,1.066384756481905e-146
"(8102969, 8102970)",-2689.9051950537782,9.410812445587094e-147
"(8102970, 8102971)",-2690.9051950537782,8.305012834035171e-147
"(8102971, 8102972)",-2691.9051950537782,7.329148101961352e-147
"(8102972, 8102973)",-2692.9051950537782,6.467950498564659e-147
"(8102973, 8102974)",-2693.9051950537782,5.707946281053801e-147
"(8102974, 8127786)",-2694.9051950537782,5.03724491314924e-147
"(8148175, 8148176)",-2695.9051950537782,4.4453530334142135e-147
"(8148176, 8148177)",-2696.9051950537782,3.923010282883079e-147
"(8148177, 8148178)",-2697.9051950537782,3.4620444234518344e-147
"(8148178, 8148179)",-2698.9051950537782,3.055243480306515e-147
"(8148179, 8148180)",-2699.9051950537782,2.6962429080122786e-147
"(8148180, 8148181)",-2700.9051950537782,2.3794260149365182e-147
"(8148181, 8148182)",-2701.9051950537782,2.0998360881106848e-147
"(8148182, 8148183)",-2702.9051950537782,1.853098843693033e-147
"(8148183, 8148184)",-2703.9051950537782,1.6353539897421966e-147
"(8148184, 8148185)",-2704.9051950537782,1.4431948305768488e-147
"(8148185, 8148186)",-2705.9051950537782,1.273614967810169e-147
"(8148186, 8148187)",-2706.9051950537782,1.1239612641778534e-147
"(8148187, 8148188)",-2707.9051950537782,9.918923342620217e-148
"(8148188, 8148189)",-2708.9051950537782,8.753419126836383e-148
"(8148189, 8148190)",-2709.9051950537782,7.724865266457862e-148
"(8148190, 8148191)",-2710.9051950537782,6.817169670532388e-148
"(8148191, 8148192)",-2711.9051950537782,6.01613111863848e-148
"(8148192, 8172997)",-2712.9051950537782,5.309217077741255e-148
"(8193386, 8193387)",-2713.9051950537782,4.685367626255895e-148
"(8193387, 8193388)",-2714.9051950537782,4.134822417640966e-148
"(8193388, 8193389)",-2715.9051950537782,3.6489679763055005e-148
"(8193389, 8193390)",-2716.9051950537782,3.220202936719983e-148
"(8193390, 8193391)",-2717.9051950537782,2.841819117349203e-148
"(8193391, 8193392)",-2718.9051950537782,2.5078965687663606e-148
"(8193392, 8193393)",-2719.9051950537782,2.213210953938848e-148
"(8193393, 8193394)",-2720.9051950537782,1.953151811617331e-148
"(8193394, 8193395)",-2721.9051950537782,1.7236504240297857e-148
"(8193395, 8193396)",-2722.9051950537782,1.5211161603449105e-148
"(8193396, 8193397)",-2723.9051950537782,1.3423802999757561e-148
"(8193397, 8193398)",-2724.9051950537782,1.184646456819185e-148
"(8193398, 8193399)",-2725.9051950537782,1.0454468288007464e-148
"(8193399, 8193400)",-2726.9051950537782,9.226035882335464e-149
"(8193400, 8193401)",-2727.9051950537782,8.141948089295383e-149
"(8193401, 8193402)",-2728.9051950537782,7.185243969807739e-149
"(8193402, 8193403)",-2729.9051950537782,6.340955547669972e-149
"(8193403, 8193404)",-2730.9051950537782,5.595873630245357e-149
"(8193404, 8193405)",-2731.9051950537782,4.938341145946343e-149
"(8193405, 8193406)",-2732.9051950537782,4.358070765203709e-149
"(8193406, 8193407)",-2733.9051950537782,3.845983951536751e-149
"(8193407, 8193408)",-2734.9051950537782,3.394068924621245e-149
"(8193408, 8193409)",-2735.9051950537782,2.995255313136878e-149
"(8193409, 8193410)",-2736.9051950537782,2.643303536293347e-149
